pillar,image_type,title,output_filename,dimensions,scene_prompt,palette
Water & Environment,capability,Compliance Measurement,cap-water-compliance.png,800x600,"Water sample vials in rack, analytical precision—measurement as governance rendered as laboratory order. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on vial array in testing rack, shallow depth of field. Forest green (#0f4c3a) dithered tones. Rich cinematic photography with visible dithering bands and limited color palette, deep green monochrome. Lab light. No text, no logos, no faces.",Green monochrome
Water & Environment,capability,Pipe Health Assessment,cap-water-pipe-health.png,800x600,"Pipe wall cross-section, mineral layers—the archaeology of infrastructure rendered as stratigraphic record. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Extreme macro on cut cross-section showing layers, shallow depth of field. Forest green (#0f4c3a) dithered tones. Rich cinematic photography with visible dithering bands and limited color palette, deep green monochrome. Study light. No text, no logos, no faces.",Green monochrome
Water & Environment,capability,Quality Assurance,cap-water-quality.png,800x600,"Crystal water flowing over smooth stones—purity, clarity, signal quality rendered as translucent motion. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on water flowing over stone detail, shallow depth of field. Forest green (#0f4c3a) dithered tones. Rich cinematic photography with visible dithering bands and limited color palette, deep green monochrome. Water light. No text, no logos, no faces.",Green monochrome
Water & Environment,capability,Environmental Monitoring,cap-water-env-monitoring.png,800x600,"Weather station in wild landscape, instruments surrounded by nature—technology sensing the organic rendered as institutional insertion. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on station showing instruments and natural surroundings, shallow depth of field. Forest green (#0f4c3a) dithered tones. Rich cinematic photography with visible dithering bands and limited color palette, deep green monochrome. Natural landscape light. No text, no logos, no faces.",Green monochrome
Water & Environment,capability,Enforcement & Testing,cap-water-enforcement.png,800x600,"Water testing kit at river edge—careful measurement, evidence gathering rendered as methodical assessment. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on testing equipment in field setting, shallow depth of field. Forest green (#0f4c3a) dithered tones. Rich cinematic photography with visible dithering bands and limited color palette, deep green monochrome. River daylight. No text, no logos, no people.",Green monochrome
Water & Environment,capability,ESG & Sustainability,cap-water-esg.png,800x600,"Tree growth rings in cross-section—each ring a record, time as data rendered as organic archive. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Extreme macro on ring detail showing growth pattern, shallow depth of field. Forest green (#0f4c3a) dithered tones. Rich cinematic photography with visible dithering bands and limited color palette, deep green monochrome. Natural light. No text, no logos, no faces.",Green monochrome
Broadcast,capability,Signal Unification,cap-broadcast-signal-unification.png,800x600,"Audio faders in a row on mixing board—systematic control of multiple channels rendered as engineered precision. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on fader array showing graduated positions, shallow depth of field. Forest green (#0f4c3a) dithered tones, with amber (#F4A261) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Studio light. No text, no logos, no people.",Green + Amber duotone
Broadcast,capability,Live Production,cap-broadcast-live-production.png,800x600,"Studio Fresnel light in warm tungsten glow—the craft of controlled illumination rendered as focused intensity. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on light fixture showing lens and tungsten glow, shallow depth of field. Forest green (#0f4c3a) dithered tones, with amber (#F4A261) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Warm studio glow. No text, no logos, no people.",Green + Amber duotone
Broadcast,capability,Compound Intelligence,cap-broadcast-compound-intel.png,800x600,"Fiber optic splitter with warm light passing through—signal division and distribution rendered as luminous precision. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on splitter showing light transmission, shallow depth of field. Forest green (#0f4c3a) dithered tones, with amber (#F4A261) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Warm transmitted light. No text, no logos, no people.",Green + Amber duotone
Broadcast,capability,Facility Health,cap-broadcast-facility-health.png,800x600,"HVAC gauge on green-painted equipment—institutional monitoring rendered as gauge discipline. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on gauge and painted metal detail, shallow depth of field. Forest green (#0f4c3a) dithered tones, with amber (#F4A261) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Institutional light. No text, no logos, no people.",Green + Amber duotone
Broadcast,capability,Distribution Network,cap-broadcast-distribution.png,800x600,"Satellite uplink dish at twilight—signal ascending rendered as architectural geometry. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on dish structure against twilight sky, shallow depth of field. Forest green (#0f4c3a) dithered tones, with amber (#F4A261) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Twilight light. No text, no logos, no people.",Green + Amber duotone
Broadcast,capability,Predictive Technology,cap-broadcast-predictive.png,800x600,"Modern fiber optic transmitter module in warm glow, photons transmitting—contemporary technology actively sensing rendered as luminescent precision. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Extreme macro on tube detail showing internal structure, shallow depth of field. Forest green (#0f4c3a) dithered tones, with amber (#F4A261) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Warm studio backlight. No text, no logos, no people.",Green + Amber duotone
