pillar,image_type,title,output_filename,dimensions,scene_prompt,palette
Energy,Secondary Capability,Grid Storm Response,cap-energy-storm-response.png,800x600,"Abstract 3D storm response visualization — weather system represented as swirling atmospheric pattern above a grid topology. Automated crew pre-positioning shown as directional deployment vectors from staging points to predicted impact zones. Split between meteorological chaos above and orchestrated response below. Dark background.","Intelligence Navy #0A1128 storm atmosphere; Safety Amber #F4A261 deployment vectors; Cyber Emerald #00D1B2 crew positions; Red #DC2626 impact zones"
Energy,Secondary Capability,Compliance Automation,cap-energy-compliance.png,800x600,"Abstract 3D document assembly visualization — regulatory framework shapes automatically populating with data streams flowing in from multiple source systems. Checklist-like verification nodes light up in sequence. Conveyor belt aesthetic for automated reporting. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 verified checkpoints; Safety Amber #F4A261 data streams; Forest Green #0f4c3a document frames"
Energy,Secondary Capability,AI-Powered Operator Guidance,cap-energy-ai-guidance.png,800x600,"Abstract 3D operator augmentation visualization — a human silhouette outline surrounded by floating data panels, recommendation cards, and predictive indicator arcs. AI guidance represented as gentle directional indicators guiding attention. Dark background with teal AI glow.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 AI guidance indicators; Safety Amber #F4A261 alert recommendations; Cool Blue data panels"
Finance,Secondary Capability,Credit Risk Intelligence,cap-finance-credit-risk.png,800x600,"Abstract 3D network of interconnected financial product nodes — loans, lines, mortgages, cards represented as different geometric shapes connected by risk correlation lines. Node size indicates exposure concentration. Pulsing connections show cross-product relationships. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 connection lines; Safety Amber #F4A261 high-exposure nodes; Forest Green #0f4c3a standard nodes"
Finance,Secondary Capability,Next Best Action Intelligence,cap-finance-next-action.png,800x600,"Abstract 3D decision tree visualization — branching pathways from a customer node leading to optimal action recommendations. Each branch glows with probability scores. The optimal path highlighted brighter than alternatives. Dark background with clean geometric decision architecture.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 optimal path; Safety Amber #F4A261 alternative paths; Forest Green #0f4c3a decision nodes"
Finance,Secondary Capability,Claims Classification Intelligence,cap-finance-claims.png,800x600,"Abstract 3D sorting/triage visualization — streams of geometric shapes flowing through an intelligent classification gate. Shapes auto-route to different processing channels based on classification. Conveyor-meets-intelligence aesthetic. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 auto-processed stream; Safety Amber #F4A261 manual review stream; Intelligence Navy #0A1128 classification gate"
Finance,Secondary Capability,M&A Integration Intelligence,cap-finance-ma-integration.png,800x600,"Abstract 3D visualization of two separate system architectures merging — two distinct data ecosystems represented as geometric structures slowly interlocking. Connection bridges forming between previously isolated nodes. Transformation in progress aesthetic. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 integration bridges; Safety Amber #F4A261 System A nodes; Forest Green #0f4c3a System B nodes"
Finance,Secondary Capability,Data Fingerprinting & Cataloging,cap-finance-fingerprinting.png,800x600,"Abstract 3D data fingerprint visualization — unique pattern signatures emanating from data source shapes. Each fingerprint is a distinct geometric pattern that maps to a universal catalog entry. Precision identification aesthetic. Dark background with scan-line effects.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 fingerprint patterns; Safety Amber #F4A261 catalog entries; Cool Blue scan lines"
Industrial,Secondary Capability,OEE Optimization,cap-industrial-oee.png,800x600,"Abstract 3D production efficiency visualization — three interlocking gauge-like rings representing Availability, Performance, and Quality. Loss points identified as amber gaps in each ring. Overall OEE score emerging from their intersection. Dark background with precision measurement aesthetic.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 optimal sections; Safety Amber #F4A261 loss indicators; Forest Green #0f4c3a gauge frames"
Industrial,Secondary Capability,Cross-Domain Correlation,cap-industrial-correlation.png,800x600,"Abstract 3D visualization of multiple data domain spheres — operations, quality, maintenance, energy — with correlation lines threading between them. When lines align, insight nodes light up at intersection points. Discovery aesthetic. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 correlation lines; Safety Amber #F4A261 insight nodes; Forest Green #0f4c3a domain spheres"
Industrial,Secondary Capability,Real-Time Operational Model,cap-industrial-digital-twin.png,800x600,"Abstract 3D digital twin visualization — a transparent geometric factory structure with real-time sensor data streams flowing through it. Physical equipment silhouettes overlaid with their digital representation. Mirror-world aesthetic. Dark background with holographic quality.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 digital twin overlay; Safety Amber #F4A261 sensor data; Cool Blue holographic elements"
Industrial,Secondary Capability,Legacy Coexistence,cap-industrial-legacy.png,800x600,"Abstract 3D bridge visualization — vintage/analog system shapes on one side connecting to modern digital architecture on the other via a luminous data bridge. Protocol translation represented as shape transformation along the bridge. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 data bridge; Safety Amber #F4A261 modern system; Warm amber legacy system shapes"
Industrial,Secondary Capability,Multi-Plant Coordination,cap-industrial-multi-plant.png,800x600,"Abstract 3D network of factory nodes distributed geographically — each node a miniature plant silhouette with performance metrics floating above. Coordination lines connect all plants to a central intelligence layer. Constellation-like arrangement. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 coordination lines; Safety Amber #F4A261 plant nodes; Forest Green #0f4c3a central hub"
Infrastructure,Secondary Capability,Multi-Site Tower Monitoring,cap-infra-tower-monitoring.png,800x600,"Abstract 3D visualization of distributed cell tower sites connected in a monitoring mesh. Each tower represented as a simplified geometric antenna shape with health status halos. Signal coverage areas shown as translucent domes. Dark background with network topology aesthetic.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 healthy status; Safety Amber #F4A261 degraded status; Red #DC2626 critical alerts"
Infrastructure,Secondary Capability,Predictive Fleet Optimization,cap-infra-fleet-optimization.png,800x600,"Abstract 3D fleet routing visualization — technician vehicle icons with optimized route lines connecting them to job sites. AI-predicted maintenance needs shown as future-state indicators. Time-of-day efficiency gradient overlay. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 optimal routes; Safety Amber #F4A261 job sites; Forest Green #0f4c3a time gradient"
Infrastructure,Secondary Capability,Predictive Maintenance,cap-infra-predictive-maint.png,800x600,"Abstract 3D timeline visualization — equipment health curves projecting forward with predicted failure points marked. Maintenance intervention points shown before failure thresholds. Crystal ball meets data science aesthetic. Dark background with precision forecast lines.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 healthy trajectory; Safety Amber #F4A261 predicted failure; Red #DC2626 failure threshold"
Infrastructure,Secondary Capability,Smart Building Intelligence,cap-infra-smart-building.png,800x600,"Abstract 3D transparent building cutaway — floor-by-floor systems visualization showing HVAC, electrical, security, and occupancy data layers. Each system represented as a different colored network within the structure. Building-as-organism aesthetic. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 HVAC system; Safety Amber #F4A261 electrical; Cool Blue security; Forest Green #0f4c3a occupancy"
Broadcast & Media,Secondary Capability,Facility Health Monitoring,cap-broadcast-facility-health.png,800x600,"Abstract 3D broadcast facility cross-section — equipment racks, cooling systems, and power distribution shown with health monitoring overlays. Temperature gradients, power draw indicators, and predictive failure warnings floating above equipment. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 healthy systems; Safety Amber #F4A261 thermal warnings; Red #DC2626 critical alerts"
Broadcast & Media,Secondary Capability,Content Distribution Intelligence,cap-broadcast-distribution.png,800x600,"Abstract 3D content delivery network — media package shapes flowing through distribution channels to endpoint devices. Multi-path routing with quality-of-service indicators along each path. CDN-meets-broadcast aesthetic. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 optimal paths; Safety Amber #F4A261 QoS indicators; Forest Green #0f4c3a endpoint nodes"
Broadcast & Media,Secondary Capability,Predictive Equipment Health,cap-broadcast-predictive.png,800x600,"Abstract 3D equipment lifecycle visualization — broadcast equipment silhouettes with degradation curves and predicted replacement timelines. Maintenance windows highlighted as optimal intervention zones. Dark background with precision forecast aesthetic.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 optimal maintenance window; Safety Amber #F4A261 degradation curve; Red #DC2626 failure threshold"
Space & SATCOM,Secondary Capability,Real-Time Anomaly Detection,cap-satcom-anomaly.png,800x600,"Abstract 3D signal analysis visualization — waveform patterns flowing across the frame with anomaly spikes highlighted by detection brackets. Normal signal in teal, anomalous patterns in amber. Oscilloscope-meets-AI aesthetic. Dark background.","Intelligence Navy #0A1128 background; Cyber Emerald #00D1B2 normal signal; Safety Amber #F4A261 anomaly detection; Red #DC2626 critical anomalies"
Space & SATCOM,Secondary Capability,Constellation-Scale Fleet Monitoring,cap-satcom-fleet.png,800x600,"Abstract 3D orbital constellation visualization — dozens of satellite nodes arranged in orbital planes around a simplified Earth. Health status color-coded per satellite. Ground station uplinks visible. Space operations aesthetic. Dark background with star field.","Intelligence Navy #0A1128 space; Cyber Emerald #00D1B2 healthy satellites; Safety Amber #F4A261 degraded; White orbital planes"
Space & SATCOM,Secondary Capability,Automated Failover and Orchestration,cap-satcom-failover.png,800x600,"Abstract 3D redundancy visualization — primary and backup signal paths between ground station and satellite. Automated failover shown as instant path switching with zero-gap transition. Reliability engineering aesthetic. Dark background.","Intelligence Navy #0A1128 background; Cyber Emerald #00D1B2 active path; Safety Amber #F4A261 failover path; Forest Green #0f4c3a orchestration node"
Space & SATCOM,Secondary Capability,Cross-Domain Correlation,cap-satcom-cross-domain.png,800x600,"Abstract 3D multi-layer visualization — separate operational domains (RF, thermal, power, orbital mechanics) as stacked translucent planes. Correlation events shown as vertical light beams connecting anomalies across layers. Dark background.","Intelligence Navy #0A1128 background; Cyber Emerald #00D1B2 correlation beams; Safety Amber #F4A261 anomaly indicators; Cool Blue domain planes"
Space & SATCOM,Secondary Capability,Sovereign Air-Gapped Deployment,cap-satcom-sovereign.png,800x600,"Abstract 3D isolated system visualization — a self-contained processing environment enclosed in a geometric security boundary. No external connections. Internal data flows visible within the boundary. Sovereignty and independence aesthetic. Dark background.","Intelligence Navy #0A1128 background; Cyber Emerald #00D1B2 internal flows; Safety Amber #F4A261 security boundary; Red #DC2626 external isolation"
Transportation,Secondary Capability,Runway and Airfield Intelligence,cap-transport-runway.png,800x600,"Abstract 3D aerial view of runway system — taxiways, gates, and runways with real-time aircraft position tracking. Sequencing algorithms visualized as timing arcs between arrivals and departures. Air traffic flow optimization aesthetic. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 optimal sequences; Safety Amber #F4A261 aircraft positions; Cool Blue taxiway paths"
Transportation,Secondary Capability,Corridor Traffic and Flow Management,cap-transport-corridor.png,800x600,"Abstract 3D transportation corridor — highway, rail, and waterway running parallel with real-time flow indicators. Congestion points highlighted, alternative routing shown. Multi-modal corridor intelligence aesthetic. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 optimal flow; Safety Amber #F4A261 congestion points; Forest Green #0f4c3a alternative routes"
Transportation,Secondary Capability,Customs and Border Integration,cap-transport-customs.png,800x600,"Abstract 3D border processing visualization — cargo containers flowing through inspection checkpoints with automated clearance gates. Document verification nodes and risk scoring indicators. Security-meets-logistics aesthetic. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 cleared cargo; Safety Amber #F4A261 inspection required; Red #DC2626 flagged items"
Transportation,Secondary Capability,Predictive Routing Intelligence,cap-transport-routing.png,800x600,"Abstract 3D route optimization visualization — multiple path options between origin and destination with predictive scoring. Weather, traffic, and capacity variables shown as influencing factors along each route. AI routing aesthetic. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 optimal route; Safety Amber #F4A261 alternative routes; Cool Blue predictive factors"
Transportation,Secondary Capability,Sovereign Multi-Agency Sharing,cap-transport-sovereign-sharing.png,800x600,"Abstract 3D multi-agency data sharing visualization — separate agency domains connected by governed data exchange channels. Access control gates visible on each channel. Federated sharing aesthetic with sovereignty boundaries maintained. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 shared channels; Safety Amber #F4A261 agency domains; Forest Green #0f4c3a governance gates"
Water & Environment,Secondary Capability,Predictive Pipe Health,cap-water-pipe-health.png,800x600,"Abstract 3D underground pipe network — pipe segments color-coded by predicted health score. Degradation probability shown as heat-map overlay. Inspection and replacement priority indicators. Subsurface diagnostic aesthetic. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 healthy pipes; Safety Amber #F4A261 degrading; Red #DC2626 critical replacement"
Water & Environment,Secondary Capability,Water Quality Monitoring,cap-water-quality.png,800x600,"Abstract 3D water treatment visualization — sample points along a water flow path with quality parameter indicators (pH, turbidity, chlorine) floating above each point. Clean-to-treated progression aesthetic. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 clean water indicators; Safety Amber #F4A261 treatment points; Cool Blue water flow"
Water & Environment,Secondary Capability,Multi-Media Environmental Monitoring,cap-water-env-monitoring.png,800x600,"Abstract 3D environmental sensor array — air, water, soil, and noise monitoring stations with data streams converging into a unified environmental model. Natural element shapes meeting data visualization. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 sensor streams; Forest Green #0f4c3a environmental elements; Safety Amber #F4A261 threshold alerts"
Water & Environment,Secondary Capability,Enforcement-Ready Evidence Packages,cap-water-enforcement.png,800x600,"Abstract 3D evidence assembly visualization — monitoring data, timestamps, geolocation markers, and photographic evidence shapes compiling into a structured enforcement package. Legal/regulatory documentation aesthetic. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 verified evidence; Safety Amber #F4A261 timestamps; Forest Green #0f4c3a package structure"
Water & Environment,Secondary Capability,ESG and Climate Adaptation Tracking,cap-water-esg.png,800x600,"Abstract 3D sustainability dashboard visualization — ESG metric gauges, carbon tracking trends, and climate adaptation scenario models arranged as floating data cards. Progress-toward-targets aesthetic. Dark background.","Rich Charcoal #1A1A1A background; Cyber Emerald #00D1B2 on-target metrics; Safety Amber #F4A261 at-risk metrics; Forest Green #0f4c3a ESG framework"
