pillar,image_type,title,output_filename,dimensions,scene_prompt,palette
Smart Cities,capability,Smart Infrastructure Monitoring,cap-cities-infra-monitoring.png,800x600,"IoT sensor bolted to bridge steel girder, small device on massive structure—sensing at infrastructure scale. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on sensor mount detail and girder connection, shallow depth of field. Forest green (#0f4c3a) dithered tones, with amber (#F4A261) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Industrial daylight. No text, no logos, no faces.",Green + Amber duotone
Smart Cities,capability,Municipal Fleet Optimization,cap-cities-waste-mgmt.png,800x600,"City street at dawn from above, systematic geometry before the day begins—the city as designed system ready for orchestration. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Wide receding perspective down street, shallow depth of field. Forest green (#0f4c3a) dithered tones, with amber (#F4A261) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Pre-dawn blue hour. No text, no logos, no faces.",Green + Amber duotone
Smart Cities,capability,Environmental Intelligence,cap-cities-environmental.png,800x600,"Soil moisture sensor embedded in earth, technology merging with nature—the planet's sensing layer made visible. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Extreme macro on sensor in soil showing device and earth integration, shallow depth of field. Forest green (#0f4c3a) dithered tones, with amber (#F4A261) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Natural soil light. No text, no logos, no faces.",Green + Amber duotone
Smart Cities,capability,Water Infrastructure Intelligence,cap-cities-water-infra.png,800x600,"Water flowing through urban drainage channel, controlled and directed—managed flow in built environment. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Slow shutter macro showing water motion in channel, shallow depth of field. Forest green (#0f4c3a) dithered tones, with amber (#F4A261) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Institutional daylight. No text, no logos, no faces.",Green + Amber duotone
Networks/SATCOM,capability,Unified Multi-Domain Operations,cap-networks-unified-ops.png,800x600,"Train tracks converging at grand junction from above, multiple lines becoming one—domain convergence rendered as infrastructure merge. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on track junction point, shallow depth of field. Forest green (#0f4c3a) dithered tones, with teal (#00D1B2) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Golden hour industrial light. No text, no logos, no faces.",Green + Teal duotone
Networks/SATCOM,capability,Hybrid Service Assurance,cap-networks-hybrid-sla.png,800x600,"Bridge cables in parallel, systematic tension and load-bearing—structural assurance made visible in metal. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on cable array showing multiple strands and connection, shallow depth of field. Forest green (#0f4c3a) dithered tones, with teal (#00D1B2) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Overcast industrial light. No text, no logos, no faces.",Green + Teal duotone
Networks/SATCOM,capability,Predictive Fleet Intelligence,cap-networks-fleet-intel.png,800x600,"Flock of birds in tight formation against twilight—autonomous coordination, distributed intelligence rendered as murmuration. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Wide composition capturing formation, shallow depth of field. Forest green (#0f4c3a) dithered tones, with teal (#00D1B2) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Dusk light. No text, no logos, no faces.",Green + Teal duotone
Networks/SATCOM,capability,Autonomous Fault Remediation,cap-networks-fault-remediation.png,800x600,"River water flowing around boulder, self-healing path—autonomous rerouting rendered as natural flow. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on water parting around stone, shallow depth of field. Forest green (#0f4c3a) dithered tones, with teal (#00D1B2) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Blue hour stream light. No text, no logos, no faces.",Green + Teal duotone
Networks/SATCOM,capability,Multi-Orbit Capacity,cap-networks-multi-orbit.png,800x600,"Star trails in concentric arcs, multiple orbital paths in long exposure—constellation management rendered as curved geometry. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Wide composition with star trails visible, shallow depth of field. Forest green (#0f4c3a) dithered tones, with teal (#00D1B2) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Night sky. No text, no logos, no faces.",Green + Teal duotone
Networks/SATCOM,capability,Teleport & Ground Segment,cap-networks-teleport.png,800x600,"Satellite dish feed horn detail at golden hour—the geometry of reception rendered as precision aperture. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on feed horn aperture showing corrugated metal, shallow depth of field. Forest green (#0f4c3a) dithered tones, with teal (#00D1B2) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Golden hour backlit. No text, no logos, no faces.",Green + Teal duotone
Networks/SATCOM,capability,Space Domain Awareness,cap-networks-sda.png,800x600,"Observatory dome slit with stars visible through aperture—controlled awareness rendered as aperture discipline. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Macro on dome slit with stars, shallow depth of field. Forest green (#0f4c3a) dithered tones, with teal (#00D1B2) in highlights. Rich cinematic photography with visible dithering bands and limited color palette. Night observatory. No text, no logos, no faces.",Green + Teal duotone
Networks/SATCOM,capability,Sovereign Deployment,cap-networks-sovereign.png,800x600,"Vault door hinge detail, heavy steel, institutional green paint—containment and isolation rendered as institutional weight. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Extreme macro on hinge mechanism, shallow depth of field. Forest green (#0f4c3a) dithered tones with minimal accent. Rich cinematic photography with visible dithering bands and limited color palette. Institutional artificial light. No text, no logos, no people.",Green monochrome
Defense,capability,Air-Gapped Operations,cap-defense-air-gapped.png,800x600,"Vault lock mechanism extreme macro, precision steel—total containment rendered as mechanical finality. Cinematic large-format photograph with 90s digital compression dithering — like a cinematic frame artificially compressed to limited color depth. Extreme dithered dot pattern visible throughout — the dithering creates all tonal variation like a 90s compressed digital frame. Extreme close-up on lock pins and cylinder, shallow depth of field. Forest green (#0f4c3a) dithered tones. Rich cinematic photography with visible dithering bands and limited color palette, austere. Cold artificial light. No text, no logos, no people.",Green monochrome
